,医生有无简介,总文章数,log(IST),患者满意度,欢迎词字数,字数平方,city_一线城市,city_二线城市,profession_1,profession_2,profession_3,profession_4,profession_5,T
228,0,0,0.027783310246176276,-8.806642223775274,0.0,0.0,0,1,0,1,0,0,0,2
229,1,4,0.15700893845661174,-5.1884032714920965,0.0,0.0,1,0,0,0,0,1,0,2
230,1,7,0.05249244325951094,-10.22471453742497,0.0,0.0,0,0,0,0,0,0,1,2
231,0,0,0.1176488770141389,-9.752023766208406,0.0,0.0,0,1,0,0,0,0,0,2
232,1,5,0.3643025380043525,-10.22471453742497,56.0,3136.0,0,1,0,0,0,1,0,2
233,0,8,0.09030645707907278,-5.476123412616025,0.0,0.0,0,1,0,1,0,0,0,2
234,1,0,0.0,-8.806642223775274,0.0,0.0,0,1,0,0,0,1,0,2
235,1,9,0.10059725812894682,-8.068382799686853,58.0,3364.0,0,1,0,0,1,0,0,2
236,1,0,0.0,-9.98836915181669,0.0,0.0,1,0,0,0,1,0,0,2
237,1,1,0.17886913898267567,-8.878196214763607,0.0,0.0,0,0,0,0,0,1,0,2
238,0,0,0.08461851859934874,-9.98836915181669,75.0,5625.0,0,1,0,1,0,0,0,2
239,1,5,0.13429932261474928,3.321534787576696,53.0,2809.0,0,1,0,0,0,0,1,2
240,1,0,0.05334089385533077,-9.752023766208406,0.0,0.0,0,0,0,0,0,0,1,2
241,1,0,0.020560291580010964,-9.752023766208406,0.0,0.0,0,0,0,1,0,0,0,2
242,1,0,0.06478075351077667,-9.98836915181669,0.0,0.0,0,1,0,0,0,1,0,2
243,1,0,0.010695501878084964,-9.752023766208406,100.0,10000.0,0,1,0,0,0,0,1,2
244,1,0,0.046497616022160605,-10.22471453742497,0.0,0.0,1,0,0,0,0,0,0,2
245,1,2,0.06614455832266519,-8.319339818926922,145.0,21025.0,0,1,0,0,0,0,1,2
246,1,0,0.2539815263282864,-7.058987120885674,0.0,0.0,0,1,0,0,0,0,1,2
247,0,1,0.09196301552045927,-9.515678380600121,47.0,2209.0,0,1,0,1,0,0,0,2
248,0,0,0.03746234494753346,-9.98836915181669,0.0,0.0,1,0,0,1,0,0,0,2
249,1,0,0.005121615551456943,-9.27933299499184,0.0,0.0,0,0,0,0,0,0,1,2
250,1,0,0.3506861675191915,-9.98836915181669,0.0,0.0,1,0,0,1,0,0,0,2
251,0,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,0,0,0,0,2
252,1,2,0.0,-10.22471453742497,0.0,0.0,1,0,0,0,0,1,0,2
253,1,1,0.05575979694285251,-9.515678380600121,0.0,0.0,0,1,0,0,0,0,1,2
254,1,0,0.18741516102351277,36.08735879374064,0.0,0.0,0,1,0,0,0,0,1,2
255,1,0,0.010171769076176325,-9.601844005220242,0.0,0.0,0,1,0,0,0,0,1,2
256,0,0,0.07915034064211515,-9.601844005220242,0.0,0.0,0,1,0,0,0,0,0,2
257,1,0,0.02854608094501224,-9.27933299499184,0.0,0.0,0,1,0,0,0,1,0,2
258,1,3,0.06412279223333817,-6.485519091417203,0.0,0.0,0,0,0,0,0,0,1,2
259,1,0,0.3483820686619897,-8.420117077178826,0.0,0.0,0,1,0,0,0,0,1,2
260,1,0,0.27579157631002515,-5.992649084727946,0.0,0.0,0,1,0,0,0,0,1,2
261,1,0,0.05158765994976816,-3.8711082160943016,0.0,0.0,0,1,0,0,0,0,1,2
262,0,0,0.0,-9.838189390828527,0.0,0.0,0,1,0,0,0,0,0,2
263,1,9,0.1095043031418937,633.4978834903957,0.0,0.0,1,0,0,0,0,0,1,2
264,0,0,0.005888543193619531,-9.042987609383557,0.0,0.0,0,1,0,0,0,0,1,2
265,0,2,0.0,-10.22471453742497,0.0,0.0,0,0,1,0,0,0,0,2
266,1,3,0.0,-9.98836915181669,111.0,12321.0,0,0,0,1,0,0,0,2
267,1,0,0.0,-9.752023766208406,0.0,0.0,1,0,0,1,0,0,0,2
268,0,12,0.6931471805599453,-8.00436866331881,106.0,11236.0,0,1,0,0,0,0,0,2
269,0,10,0.006976919398031036,-10.22471453742497,237.0,56169.0,0,0,0,0,0,0,0,2
270,1,0,0.011081521533667671,-9.98836915181669,0.0,0.0,1,0,0,0,0,1,0,2
271,1,0,0.0,-8.555685204535203,0.0,0.0,0,0,1,0,0,0,0,2
272,0,0,0.0,-9.98836915181669,0.0,0.0,0,0,0,0,0,1,0,2
273,1,0,0.017121035418226786,-9.264721361360055,0.0,0.0,0,0,0,0,0,1,0,2
274,1,7,0.19106978313695774,-9.98836915181669,57.0,3249.0,0,1,0,0,0,1,0,2
275,1,1,0.3353726245421342,-7.868800535962427,0.0,0.0,1,0,0,1,0,0,0,2
276,0,6,0.11493151191784047,-9.028375975751771,71.0,5041.0,1,0,0,1,0,0,0,2
277,1,9,0.08558128266718262,7.91437854955658,0.0,0.0,0,1,0,0,0,0,1,2
278,0,1,0.013377373949080342,-9.98836915181669,0.0,0.0,0,1,0,0,0,0,0,2
279,1,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
280,0,0,0.04152600600311289,-10.22471453742497,81.0,6561.0,0,0,0,1,0,0,0,2
281,1,0,0.02571188282584569,-8.35610294081078,0.0,0.0,1,0,0,0,0,1,0,2
282,1,1,0.15535957159332717,159.89423551658044,99.0,9801.0,0,1,0,0,0,0,1,2
283,1,0,0.0,-9.752023766208406,0.0,0.0,0,0,0,0,0,1,0,2
284,1,0,0.10491832576505529,-1.9677057503756301,0.0,0.0,0,1,0,0,0,0,1,2
285,1,3,0.08117620609261303,-6.285936827692776,0.0,0.0,1,0,0,0,0,0,1,2
286,0,25,0.10764861763837826,43.87005371329127,46.0,2116.0,0,1,0,1,0,0,0,2
287,1,0,0.011123006634928066,-9.98836915181669,0.0,0.0,0,1,0,0,0,0,1,2
288,0,0,0.06557559318473553,-7.410721398377647,0.0,0.0,1,0,0,0,0,1,0,2
289,1,0,0.0,-8.319339818926922,73.0,5329.0,1,0,0,1,0,0,0,2
290,0,0,0.23406442965384264,-10.22471453742497,88.0,7744.0,0,0,0,1,0,0,0,2
291,1,1,0.09868034595577166,13.930862227027063,0.0,0.0,0,1,0,0,0,1,0,2
292,1,0,0.04698496296556432,-8.978973473015511,0.0,0.0,0,1,0,1,0,0,0,2
293,0,8,0.014549510399073767,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
294,1,0,0.08986750797563814,-9.98836915181669,0.0,0.0,1,0,0,1,0,0,0,2
295,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,0,0,2
296,1,0,0.11454359869643134,-9.752023766208406,54.0,2916.0,0,1,0,0,0,0,1,2
297,1,0,0.04670904992170687,-6.687073607921011,0.0,0.0,0,1,0,0,0,0,1,2
298,1,0,0.02239880762971275,-9.264721361360055,72.0,5184.0,0,1,0,1,0,0,0,2
299,1,3,0.09279424436601698,0.7071239122537945,255.0,65025.0,0,0,0,0,0,0,1,2
300,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,1,0,0,0,2
301,1,1,0.36532664575290474,-9.114541600371892,0.0,0.0,1,0,0,0,0,0,0,2
302,1,2,0.06454633343822927,-10.22471453742497,53.0,2809.0,0,0,0,1,0,0,0,2
303,1,4,0.00791014695715952,-10.22471453742497,0.0,0.0,1,0,0,0,0,0,0,2
304,1,0,0.03982390798612819,-10.22471453742497,0.0,0.0,1,0,0,0,0,0,0,2
305,1,0,0.08136348186470317,-9.515678380600121,0.0,0.0,0,1,0,0,0,0,1,2
306,1,0,0.06920360743791597,1.0130510360710245,0.0,0.0,1,0,0,0,0,1,0,2
307,1,0,0.01308525420935549,-8.742628087407228,0.0,0.0,0,1,0,0,0,1,0,2
308,1,0,0.17485926856922407,-6.872044238013651,0.0,0.0,1,0,0,0,1,0,0,2
309,1,1,0.14768137898244627,-10.22471453742497,0.0,0.0,0,1,0,1,0,0,0,2
310,1,5,0.035915769165979376,-8.792030590143488,131.0,17161.0,0,0,0,0,1,0,0,2
311,1,0,0.0033572093180966826,-9.98836915181669,0.0,0.0,1,0,0,0,0,1,0,2
312,1,0,0.0,-9.752023766208406,0.0,0.0,0,1,0,1,0,0,0,2
313,0,3,0.03219795737525842,-2.9826690310177155,0.0,0.0,0,1,0,0,0,0,1,2
314,1,0,0.07124118050964627,-10.22471453742497,0.0,0.0,0,1,0,0,0,1,0,2
315,1,22,0.03894907196207681,-9.98836915181669,0.0,0.0,0,1,0,0,0,0,1,2
316,1,0,0.3051411664224484,-10.22471453742497,71.0,5041.0,1,0,0,1,0,0,0,2
317,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,0,0,2
318,1,1,0.027705665829376655,-8.491671068167163,49.0,2401.0,0,1,0,1,0,0,0,2
319,0,5,0.09273183733933628,-9.752023766208406,51.0,2601.0,0,0,0,0,0,1,0,2
320,0,54,0.006152342781961048,-8.319339818926922,0.0,0.0,0,1,0,0,0,1,0,2
321,1,0,0.011429775345165958,-9.028375975751771,0.0,0.0,1,0,0,0,0,0,1,2
322,1,3,0.08692884005637985,-7.396109764745861,0.0,0.0,0,1,0,0,1,0,0,2
323,0,4,0.058160549941929755,-9.98836915181669,89.0,7921.0,0,1,0,0,0,0,1,2
324,1,1,0.06218708060874847,-8.641850829155324,0.0,0.0,1,0,0,1,0,0,0,2
325,0,0,0.21059320726456174,-9.264721361360055,0.0,0.0,0,1,0,0,0,1,0,2
326,1,1,0.06660609386433601,-8.892807848395393,0.0,0.0,0,1,0,0,0,0,1,2
327,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,1,0,0,0,2
328,1,0,0.0,-9.98836915181669,0.0,0.0,0,1,0,0,0,1,0,2
329,0,0,0.005605376298252138,-7.69646928672219,0.0,0.0,0,0,0,1,0,0,0,2
330,0,0,0.0,-10.22471453742497,0.0,0.0,1,0,0,1,0,0,0,2
331,1,3,0.07050706465224135,-6.736476110657271,0.0,0.0,0,1,0,0,0,0,1,2
332,1,0,0.3612265642159466,-9.752023766208406,0.0,0.0,0,1,0,0,0,0,1,2
333,1,0,0.0,-10.22471453742497,253.0,64009.0,0,1,0,0,0,0,0,2
334,1,0,0.05946449761816918,-10.22471453742497,0.0,0.0,0,1,0,0,0,0,1,2
335,1,8,0.11832977641958156,578.8657233870301,0.0,0.0,1,0,0,0,0,0,1,2
336,0,0,0.37971395832799665,-10.22471453742497,0.0,0.0,1,0,0,0,0,0,0,2
337,1,0,0.44602719989617134,-6.128217212084329,0.0,0.0,1,0,0,0,0,0,0,2
338,1,0,0.5931605952348925,-9.264721361360055,59.0,3481.0,1,0,0,1,0,0,0,2
339,1,3,0.04795288671957924,-9.752023766208406,101.0,10201.0,0,1,0,0,0,1,0,2
340,1,1,0.035705638547360016,-9.028375975751771,101.0,10201.0,0,1,0,0,0,0,1,2
341,1,1,0.044876324271909664,-8.555685204535203,0.0,0.0,0,1,0,1,0,0,0,2
342,1,0,0.09764342214466498,3.924226084308739,50.0,2500.0,0,1,0,0,0,0,1,2
343,1,0,0.01623443990337346,-9.264721361360055,43.0,1849.0,0,1,0,0,0,1,0,2
344,1,0,0.037307076523055614,-3.737512341517305,255.0,65025.0,0,1,0,0,0,0,1,2
345,1,1,0.09228916088092619,-10.22471453742497,49.0,2401.0,0,1,0,0,0,0,0,2
346,1,0,0.26493193309219437,-9.752023766208406,41.0,1681.0,0,1,0,0,0,1,0,2
347,0,15,0.05558265427761856,-9.98836915181669,0.0,0.0,1,0,0,0,0,0,0,2
348,1,1,0.05694272198276351,-8.405505443547039,0.0,0.0,1,0,0,0,0,1,0,2
349,1,1,0.5808809619003112,-7.711080920353974,0.0,0.0,0,1,0,0,0,1,0,2
350,1,0,0.0,-10.22471453742497,0.0,0.0,1,0,0,0,0,0,1,2
351,1,0,0.11370938547460685,-0.5184379166829775,70.0,4900.0,0,1,0,0,0,0,1,2
352,1,0,0.10404091114885895,5.6426579199347655,37.0,1369.0,1,0,0,0,0,1,0,2
353,1,0,0.0066563310351374985,-8.097606066950423,0.0,0.0,0,1,0,0,0,0,1,2
354,0,5,0.64318163306306,-9.838189390828527,128.0,16384.0,0,1,0,1,0,0,0,2
355,0,0,0.030585104465643335,-10.22471453742497,0.0,0.0,1,0,0,1,0,0,0,2
356,1,0,0.08078701034897161,-9.264721361360055,0.0,0.0,1,0,0,1,0,0,0,2
357,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
358,1,5,0.01396411532486357,-9.365498619611959,255.0,65025.0,0,1,0,0,0,1,0,2
359,1,0,0.06606079295512184,-4.006676343450679,0.0,0.0,0,1,0,0,0,0,1,2
360,1,1,0.051884517817263325,-7.344735009230216,0.0,0.0,0,1,0,1,0,0,0,2
361,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,1,0,0,0,2
362,1,0,0.04454990228107056,-9.028375975751771,68.0,4624.0,0,1,0,0,0,1,0,2
363,1,0,0.01739032544166762,-8.57029683816699,0.0,0.0,1,0,0,0,0,1,0,2
364,0,0,0.0,-9.752023766208406,0.0,0.0,0,0,0,0,0,0,0,2
365,1,4,0.10718303477857863,-9.028375975751771,78.0,6084.0,1,0,0,0,0,0,1,2
366,1,30,0.11642486437016607,46.707353361264026,245.0,60025.0,0,1,0,0,0,0,1,2
367,1,4,0.07628188612563756,-1.4492078254843266,81.0,6561.0,0,1,0,0,0,0,1,2
368,1,3,0.08493313385866613,-10.22471453742497,45.0,2025.0,0,1,0,1,0,0,0,2
369,1,0,0.0,-9.98836915181669,0.0,0.0,1,0,0,0,0,0,1,2
370,1,5,0.08243606722476667,0.018266990901631863,255.0,65025.0,0,1,0,0,0,0,1,2
371,1,0,0.0371127529428209,-9.042987609383557,0.0,0.0,1,0,0,0,0,1,0,2
372,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,1,0,0,2
373,1,6,0.06258167118793073,-9.028375975751771,87.0,7569.0,0,1,0,1,0,0,0,2
374,1,32,0.05933848388825558,0.3846129020253939,131.0,17161.0,0,0,0,0,0,0,1,2
375,1,0,0.0,-9.752023766208406,0.0,0.0,0,0,0,0,0,1,0,2
376,1,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,1,0,0,0,2
377,1,1,0.07698298015770155,199.4142269975129,243.0,59049.0,1,0,0,0,0,1,0,2
378,1,11,0.10013390010108474,67.03954130786755,0.0,0.0,1,0,0,0,0,1,0,2
379,1,17,0.05477076315634058,-5.776482934592353,50.0,2500.0,0,1,0,1,0,0,0,2
380,1,0,0.017697425790618285,-6.901267505277226,0.0,0.0,1,0,0,1,0,0,0,2
381,1,0,0.0063329957050313095,-8.333951452558704,0.0,0.0,0,1,0,0,0,0,1,2
382,0,5,0.02495992329393767,-9.98836915181669,0.0,0.0,0,1,0,1,0,0,0,2
383,0,0,0.07084154537759176,-9.98836915181669,0.0,0.0,1,0,0,1,0,0,0,2
384,0,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,0,0,1,0,2
385,0,0,0.0,-9.98836915181669,0.0,0.0,0,1,0,1,0,0,0,2
386,1,19,0.1862579932779563,9.044381565585091,68.0,4624.0,0,1,0,0,0,1,0,2
387,1,0,0.14272092658249427,-2.4036333997083412,0.0,0.0,0,1,1,0,0,0,0,2
388,1,2,0.12386546994348215,35.81425028624848,68.0,4624.0,1,0,0,0,1,0,0,2
389,1,0,0.049737898633737426,-5.333015430639357,98.0,9604.0,0,1,0,0,0,1,0,2
390,1,5,0.08561784476004446,-6.148396447557015,37.0,1369.0,1,0,0,0,0,1,0,2
391,1,3,0.0927485207872863,-8.555685204535203,50.0,2500.0,0,1,0,0,0,1,0,2
392,1,9,0.01967940036617953,-10.22471453742497,67.0,4489.0,0,1,0,0,1,0,0,2
393,1,0,0.1534413273973319,9.819404111557375,58.0,3364.0,0,1,0,0,0,0,1,2
394,1,0,0.0,-10.22471453742497,0.0,0.0,1,0,0,0,0,1,0,2
395,1,0,0.10309767570212149,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
396,0,15,0.03676581596891905,-9.838189390828527,0.0,0.0,0,0,0,0,1,0,0,2
397,1,0,0.06934135125140438,4.783442002121753,255.0,65025.0,1,0,0,0,0,1,0,2
398,1,0,0.007114864744434896,-9.98836915181669,0.0,0.0,0,0,0,0,0,1,0,2
399,1,0,0.050654184515672745,-7.595692028470284,0.0,0.0,1,0,0,0,0,0,1,2
400,1,5,0.0236008974311412,-9.98836915181669,0.0,0.0,0,0,0,1,0,0,0,2
401,1,0,0.0,-9.98836915181669,0.0,0.0,0,1,0,0,0,0,1,2
402,0,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,1,0,0,0,2
403,0,0,0.010142156772119217,-9.601844005220242,0.0,0.0,0,1,0,0,0,0,0,2
404,1,0,0.0,-9.98836915181669,0.0,0.0,1,0,0,0,0,1,0,2
405,1,16,0.07342801601546298,-6.736476110657271,0.0,0.0,0,1,0,0,0,0,1,2
406,1,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,0,0,1,0,2
407,1,0,0.009113906750566487,-8.792030590143488,0.0,0.0,0,1,0,0,0,0,0,2
408,0,0,0.025645145633580144,-6.148396447557015,74.0,5476.0,0,0,0,0,0,1,0,2
409,1,4,0.14614498147131552,-10.22471453742497,66.0,4356.0,0,0,0,0,0,0,0,2
410,1,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,1,0,0,0,2
411,0,0,0.0,-10.22471453742497,0.0,0.0,1,0,0,1,0,0,0,2
412,1,0,0.02951300244575625,-9.264721361360055,60.0,3600.0,1,0,0,0,0,1,0,2
413,1,0,0.0840376879640781,-8.892807848395393,48.0,2304.0,0,1,0,0,1,0,0,2
414,1,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,0,1,2
415,1,0,0.03313364638141552,-9.515678380600121,0.0,0.0,0,0,0,0,1,0,0,2
416,0,0,0.0,-9.98836915181669,0.0,0.0,1,0,0,1,0,0,0,2
417,1,7,0.0888996370056428,224.76729734431152,255.0,65025.0,1,0,0,0,0,0,1,2
418,0,0,0.0,-9.515678380600121,0.0,0.0,0,1,0,1,0,0,0,2
419,1,3,0.03163684595940287,-9.264721361360055,0.0,0.0,0,1,0,1,0,0,0,2
420,1,3,0.04945596924131167,-8.405505443547039,40.0,1600.0,0,1,0,1,0,0,0,2
421,1,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
422,1,5,0.03920545912929066,0.9580809314938611,45.0,2025.0,1,0,0,0,0,1,0,2
423,0,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,1,0,0,0,2
424,0,0,0.4309717543496676,-10.22471453742497,103.0,10609.0,0,1,0,0,0,1,0,2
425,1,0,0.0,-10.22471453742497,0.0,0.0,0,1,0,0,0,0,1,2
426,1,5,0.020752130921004024,-9.264721361360055,45.0,2025.0,0,1,0,0,0,1,0,2
427,1,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
428,1,10,0.07865641208834849,-8.068382799686853,64.0,4096.0,0,1,0,1,0,0,0,2
429,1,0,0.09101194970683456,-9.27933299499184,0.0,0.0,0,0,0,0,0,1,0,2
430,1,0,0.19625738368619666,-7.123001257253717,120.0,14400.0,1,0,0,0,0,1,0,2
431,1,0,0.2095505362400667,91.11127385697611,0.0,0.0,1,0,0,0,0,1,0,2
432,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,0,0,1,0,2
433,1,0,0.03330735128738457,-8.806642223775274,0.0,0.0,1,0,0,1,0,0,0,2
434,1,2,0.05766518123721395,1.0790374252184491,0.0,0.0,1,0,0,0,0,0,1,2
435,1,0,0.0,-7.711080920353974,0.0,0.0,0,1,0,0,0,0,1,2
436,1,0,0.010717384500454025,-9.98836915181669,0.0,0.0,0,1,0,0,0,1,0,2
437,1,0,0.007012718182609742,-9.27933299499184,0.0,0.0,1,0,0,0,0,0,1,2
438,1,0,0.03372546370687431,-9.028375975751771,113.0,12769.0,0,0,0,0,0,1,0,2
439,0,0,0.0,-10.22471453742497,0.0,0.0,0,0,0,1,0,0,0,2
440,1,6,0.061920747472847294,3.4349514266810015,69.0,4761.0,1,0,0,0,0,0,1,2
441,1,0,0.021748754405579104,-9.042987609383557,0.0,0.0,1,0,0,1,0,0,0,2
442,1,34,0.0775179675194227,-7.344735009230216,73.0,5329.0,0,0,0,0,0,0,1,2
443,1,0,0.04824678778994319,-7.681857653090406,0.0,0.0,0,1,0,0,0,0,1,2
444,1,0,0.03007621107004469,-7.861260681342144,0.0,0.0,1,0,0,0,0,0,1,2
445,1,0,0.0,-8.65646246278711,0.0,0.0,0,0,0,0,0,0,1,2
446,1,7,0.022880396755520793,-9.98836915181669,0.0,0.0,0,1,0,0,0,0,1,2
447,1,0,0.05540475863983749,2.2551967514189717,0.0,0.0,1,0,0,0,1,0,0,2
448,1,0,0.46589826840944015,-10.22471453742497,0.0,0.0,0,1,0,0,0,0,1,2
449,1,48,0.10776747131685689,-3.164044312048846,255.0,65025.0,1,0,0,0,0,0,1,2
450,1,0,0.07816913619652437,-8.319339818926922,0.0,0.0,0,1,0,0,0,1,0,2
451,1,1,0.07493939416627587,-1.7681234866512123,0.0,0.0,1,0,0,0,0,0,1,2
